month,location,class,variety,grade description,units,transmode,bid_low,bid_high,pricing point,delivery period
2001-01-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2.12,2.15,Mills and Processors,30 Day Delivery
2001-01-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2.09,2.11,Mills and Processors,15 Day Delivery
2001-01-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2,2.06,Terminal Elevators,15 Day Delivery
2001-01-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2,2.08,Terminal Elevators,30 Day Delivery
2001-01-01,"Decatur-Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2.07,2.13,Mills and Processors,Cash
2001-01-01,"Illinois River North of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck,1.99,2.01,Barge Loading Elevators,Cash
2001-01-01,"Illinois River South of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,1.99,2.03,Barge Loading Elevators,Cash
2001-01-01,"L.Egypt, IL",YELLOW,,US NO 2,Bushel,Truck,1.97,2.07,Country Elevators,Cash
2001-01-01,"North Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.92,2,Country Elevators,Cash
2001-01-01,"Northern Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.81,1.93,Country Elevators,Cash
2001-01-01,"South Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.93,2.05,Country Elevators,Cash
2001-01-01,"South of St. Louis, IL",YELLOW,,US NO 2,Bushel,Truck,2.11,2.15,Barge Loading Elevators,Cash
2001-01-01,"W.S. West, IL",YELLOW,,US NO 2,Bushel,Truck,1.91,2.02,Country Elevators,Cash
2001-01-01,"Wabash, IL",YELLOW,,US NO 2,Bushel,Truck,1.99,2.06,Country Elevators,Cash
2001-01-01,"Western Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.85,1.91,Country Elevators,Cash
2001-01-01,"Mt. Vernon - Evansville, IN",YELLOW,,US NO 2,Bushel,Truck,2.14,2.16,Barge Loading Elevators,Cash
2001-01-01,"Western Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,1.96,2.13,Country Elevators,Cash
2001-01-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,2.25,2.42,Mills and Processors,Cash
2001-01-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,1.6,2.2,Mills and Processors,Cash
2001-01-01,"Louisville, KY",YELLOW,,US NO 2,Bushel,Truck,1.6,2.2,Mills and Processors,Cash
2001-01-01,"Louisville, KY",WHITE,,US NO 2,Bushel,Truck,2.25,2.42,Mills and Processors,Cash
2001-01-01,"Louisiana Gulf, LA",YELLOW,,US NO 2,Bushel,Barge,2.39,2.4,Export Elevators,30 Day Delivery
2001-01-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Rail,1.89,1.89,Mills and Processors,Cash
2001-01-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Truck,1.87,1.87,Terminal Elevators,20 Day Delivery
2001-01-01,"Southern Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,1.79,1.82,Country Elevators,Cash
2001-01-01,"Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.86,1.92,Country Elevators,Cash
2001-01-01,"Kansas City, MO",YELLOW,,US NO 2,Bushel,Truck,2.07,2.09,Terminal Elevators,Cash
2001-01-01,"Kansas City, MO",WHITE,,US NO 2,Bushel,Rail,2.18,2.2,Terminal Elevators,Cash
2001-01-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,1.96,2,Country Elevators,Cash
2001-01-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.78,1.94,Country Elevators,Cash
2001-01-01,"N.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.8,1.89,Country Elevators,Cash
2001-01-01,"North Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.76,1.88,Country Elevators,Cash
2001-01-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Rail,1.99,2.01,Country Elevators,Cash
2001-01-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,2.12,2.15,Country Elevators,Cash
2001-01-01,"S.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,2.08,2.13,Country Elevators,Cash
2001-01-01,"St. Joseph, MO",YELLOW,,US NO 2,Bushel,Truck,2.02,2.02,Terminal Elevators,Cash
2001-01-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Barge,2.1,2.11,Terminal Elevators,Cash
2001-01-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Truck,2.11,2.11,Terminal Elevators,Cash
2001-01-01,"West Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.89,2.04,Country Elevators,Cash
2001-01-01,"Omaha-Council Bluffs Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,1.93,1.95,Country Elevators,Cash
2001-01-01,"Rural Nebraska Elevator Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,1.85,1.99,Country Elevators,Cash
2001-01-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Cwt,Truck,3.94,4.29,Country Elevators,Cash
2001-01-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Bushel,Truck,2.2,2.41,Country Elevators,Cash
2001-01-01,"Cincinnati, OH",YELLOW,,US NO 2,Bushel,Truck,2.04,2.11,Barge Loading Elevators,Cash
2001-01-01,"South Ohio, OH",YELLOW,,US NO 2,Bushel,Truck,1.92,2,Country Elevators,Cash
2001-01-01,"Toledo, OH",YELLOW,,US NO 2,Bushel,Truck,1.97,2.02,Terminals-Mills-Processors-Exporters,Cash
2001-01-01,"Afton, OK",YELLOW,,US NO 2,Bushel,Truck,2.04,2.04,Country Elevators,Cash
2001-01-01,"Keyes, OK",YELLOW,,US NO 2,Bushel,Truck,2.13,2.13,Country Elevators,Cash
2001-01-01,"Manchester, OK",YELLOW,,US NO 2,Bushel,Truck,2.19,2.19,Country Elevators,Cash
2001-01-01,"Miami, OK",YELLOW,,US NO 2,Bushel,Truck,2.04,2.04,Country Elevators,Cash
2001-01-01,"Weatherford, OK",YELLOW,,US NO 2,Bushel,Truck,2.24,2.24,Country Elevators,Cash
2001-01-01,"Portland, OR",YELLOW,,US NO 2,Ton,Rail,96.65,100.35,Mills and Processors,30 Day Delivery
2001-01-01,"Portland, OR",YELLOW,,US NO 2,Ton,Truck,95.76,99.33,Feeders and Dairies,30 Day Delivery
2001-01-01,"Portland, OR",YELLOW,,US NO 2,Cwt,Truck,5.08,5.34,Mills and Processors,30 Day Delivery
2001-01-01,"Portland, OR",YELLOW,,US NO 2,Ton,Truck,101.51,106.79,Mills and Processors,30 Day Delivery
2001-01-01,"Portland, OR",YELLOW,,US NO 2,Cwt,Rail,4.83,5.02,Mills and Processors,30 Day Delivery
2001-01-01,"Portland, OR",YELLOW,,US NO 3,Bushel,Rail-Barge,2.59,2.59,FOB Vessel,60 Day Delivery
2001-01-01,"Portland, OR",YELLOW,,US NO 2,Cwt,Truck,4.79,4.97,Feeders and Dairies,30 Day Delivery
2001-01-01,"Alcolu, SC",YELLOW,,US NO 2,Bushel,Truck,2.27,2.27,Country Elevators,New Crop
2001-01-01,"Alcolu, SC",YELLOW,,US NO 2,Bushel,Truck,1.93,1.93,Country Elevators,Cash
2001-01-01,"Bennettsville, SC",YELLOW,,US NO 2,Bushel,Truck,2.27,2.27,Country Elevators,New Crop
2001-01-01,"Bennettsville, SC",YELLOW,,US NO 2,Bushel,Truck,1.93,1.93,Country Elevators,Cash
2001-01-01,"Corn Processors, SC",YELLOW,,US NO 2,Bushel,Truck,2.22,2.46,Mills and Processors,Cash
2001-01-01,"Florence, SC",YELLOW,,US NO 2,Bushel,Truck,2.29,2.29,Country Elevators,New Crop
2001-01-01,"Florence, SC",YELLOW,,US NO 2,Bushel,Truck,1.93,1.93,Country Elevators,Cash
2001-01-01,"Hamer, SC",YELLOW,,US NO 2,Bushel,Truck,2.4,2.4,Country Elevators,New Crop
2001-01-01,"Hamer, SC",YELLOW,,US NO 2,Bushel,Truck,1.99,1.99,Country Elevators,Cash
2001-01-01,"Latta, SC",YELLOW,,US NO 2,Bushel,Truck,2.27,2.27,Country Elevators,New Crop
2001-01-01,"Latta, SC",YELLOW,,US NO 2,Bushel,Truck,1.93,1.93,Country Elevators,Cash
2001-01-01,"Lynchburg, SC",YELLOW,,US NO 2,Bushel,Truck,2.28,2.28,Country Elevators,New Crop
2001-01-01,"Lynchburg, SC",YELLOW,,US NO 2,Bushel,Truck,1.91,1.91,Country Elevators,Cash
2001-01-01,"Monetta, SC",YELLOW,,US NO 2,Bushel,Truck,2.23,2.23,Mills and Processors,Cash
2001-01-01,"Orangeburg, SC",YELLOW,,US NO 2,Bushel,Truck,2.4,2.4,Mills and Processors,Cash
2001-01-01,"Sumter, SC",YELLOW,,US NO 2,Bushel,Truck,2.46,2.46,Mills and Processors,Cash
2001-01-01,"East River-So. Dakota, SD",YELLOW,,US NO 2,Bushel,Truck,1.61,1.85,Country Elevators,Cash
2001-01-01,"Lower Middle Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,2.16,2.16,Country Elevators,Cash
2001-01-01,"Memphis, TN",YELLOW,,US NO 2,Bushel,Truck-Rail-Barge,2.15,2.2,Terminal Elevators,Cash
2001-01-01,"Memphis, TN",YELLOW,,US NO 2,Bushel,Truck-Rail-Barge,2.27,2.27,Terminal Elevators,New Crop
2001-01-01,"North West Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,2.11,2.14,Barge Loading Elevators,Cash
2001-01-01,"North West Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,2,2.08,Country Elevators,Cash
2001-01-01,"Upper Middle Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,2.05,2.17,Country Elevators,Cash
2001-01-01,"Txphgrn-Elevator Offers & Bids, TX",YELLOW,,US NO 2,Cwt,Truck-Rail,4.46,4.59,Terminal Elevators,30 Day Delivery
2001-01-01,"Txphgrn-North Of Canadian, TX",YELLOW,,US NO 2,Bushel,Truck-Rail,2.14,2.19,Country Elevators,Cash
2001-01-01,"Txphgrn-South Of Line, TX",YELLOW,,US NO 2,Bushel,Truck-Rail,2.19,2.24,Country Elevators,Cash
2001-01-01,"Txphgrn-Triangle, TX",YELLOW,,US NO 2,Bushel,Truck-Rail,2.17,2.26,Country Elevators,Cash
2001-01-01,"Ogden, UT",YELLOW,,US NO 2,Cwt,Truck,4.6,4.72,Terminal Elevators,Cash
2001-01-01,"Culpeper, VA",YELLOW,,US NO 2,Bushel,Truck,1.91,2.09,Country Elevators,Cash
2001-01-01,"Eastern Shore, VA",YELLOW,,US NO 2,Bushel,Truck,2.05,2.06,Country Elevators,Cash
2001-01-01,"Eastern Shore, VA",YELLOW,,US NO 2,Bushel,Truck,2.45,2.45,Country Elevators,New Crop
2001-01-01,"Harrisonburg, VA",YELLOW,,US NO 2,Bushel,Truck,2.12,2.48,Country Elevators,Cash
2001-01-01,"Petersburg, VA",YELLOW,,US NO 2,Bushel,Truck,2.19,2.19,Country Elevators,Cash
2001-01-01,"Petersburg, VA",YELLOW,,US NO 2,Bushel,Truck,2.42,2.42,Country Elevators,New Crop
2001-01-01,"Richmond, VA",YELLOW,,US NO 2,Bushel,Truck,2.43,2.43,Country Elevators,New Crop
2001-01-01,"Richmond, VA",YELLOW,,US NO 2,Bushel,Truck,1.93,1.93,Country Elevators,Cash
2001-01-01,"Tappahannock, VA",YELLOW,,US NO 2,Bushel,Truck,1.95,1.98,Country Elevators,Cash
2001-01-01,"Wakefield, VA",YELLOW,,US NO 2,Bushel,Truck,2.15,2.17,Country Elevators,Cash
2001-01-01,"Wakefield, VA",YELLOW,,US NO 2,Bushel,Truck,2.25,2.25,Country Elevators,New Crop
2001-01-01,"Milwaukee, WI",YELLOW,,US NO 2,Bushel,Truck,1.94,1.95,Terminal Elevators,Cash
2001-01-01,"North East Wisconsin, WI",YELLOW,,US NO 2,Bushel,Truck,1.72,1.85,Country Elevators,Cash
2001-01-01,"North West Wisconsin, WI",YELLOW,,US NO 2,Bushel,Truck,1.71,1.91,Country Elevators,Cash
2001-01-01,"South Central Wisconsin, WI",YELLOW,,US NO 2,Bushel,Truck,1.84,1.91,Country Elevators,Cash
2001-01-01,"South East Wisconsin, WI",YELLOW,,US NO 2,Bushel,Truck,1.81,1.88,Country Elevators,Cash
2001-01-01,"South West Wisconsin, WI",YELLOW,,US NO 2,Bushel,Truck,1.73,1.83,Country Elevators,Cash
2001-02-01,"Augusta, AR",YELLOW,,US NO 2,Bushel,Truck,2.06,2.06,Country Elevators,New Crop
2001-02-01,"Blytheville, AR",YELLOW,,US NO 2,Bushel,Truck,2.16,2.16,Country Elevators,New Crop
2001-02-01,"Helena, AR",YELLOW,,US NO 2,Bushel,Truck,2.16,2.16,Country Elevators,New Crop
2001-02-01,"Old Town/Elaine, AR",YELLOW,,US NO 2,Bushel,Truck,2.05,2.05,Country Elevators,New Crop
2001-02-01,"Osceola, AR",YELLOW,,US NO 2,Bushel,Truck,2.18,2.18,Country Elevators,New Crop
2001-02-01,"Pine Bluff, AR",YELLOW,,US NO 2,Bushel,Truck,2.11,2.11,Country Elevators,New Crop
2001-02-01,"Los Angeles, CA",YELLOW,,US NO 2,Cwt,Rail,5.04,5.26,Mills and Processors,10 Day Delivery
2001-02-01,"Petaluma, CA",YELLOW,,US NO 2,Cwt,Truck,5.02,5.02,Mills and Processors,10 Day Delivery
2001-02-01,"Stockton - Modesto - Oakdale - Turlock, CA",YELLOW,,US NO 2,Cwt,Truck,4.83,4.96,Mills and Processors,10 Day Delivery
2001-02-01,"Denver, CO",YELLOW,,US NO 2,Cwt,Truck-Rail,3.76,3.76,Terminal Elevators,Cash
2001-02-01,"Southeast Colorado, CO",YELLOW,,US NO 2,Bushel,Truck,1.88,2.26,Country Elevators,Cash
2001-02-01,"Mississippi River & Southern Iowa, IA",YELLOW,,US NO 2,Bushel,Barge,1.99,2.02,Barge Loading Elevators,Cash
2001-02-01,"North Central Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,1.75,1.84,Country Elevators,Cash
2001-02-01,"North East Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,1.74,1.97,Country Elevators,Cash
2001-02-01,"North West Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,1.74,1.82,Country Elevators,Cash
2001-02-01,"Sorth Central Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,1.8,1.89,Country Elevators,Cash
2001-02-01,"South East Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,1.83,1.94,Country Elevators,Cash
2001-02-01,"South West Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,1.73,1.82,Country Elevators,Cash
2001-02-01,"Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.95,1.95,Country Elevators,Cash
2001-02-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2.1,2.12,Mills and Processors,30 Day Delivery
2001-02-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2.09,2.1,Mills and Processors,15 Day Delivery
2001-02-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,1.95,2.07,Terminal Elevators,30 Day Delivery
2001-02-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,1.93,2.06,Terminal Elevators,15 Day Delivery
2001-02-01,"Decatur-Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2.02,2.1,Mills and Processors,Cash
2001-02-01,"Illinois River North of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck,2.01,2.03,Barge Loading Elevators,Cash
2001-02-01,"Illinois River South of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,2.01,2.03,Barge Loading Elevators,Cash
2001-02-01,"L.Egypt, IL",YELLOW,,US NO 2,Bushel,Truck,1.92,2.03,Country Elevators,Cash
2001-02-01,"North Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.9,1.98,Country Elevators,Cash
2001-02-01,"Northern Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.83,1.87,Country Elevators,Cash
2001-02-01,"South Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.91,2.01,Country Elevators,Cash
2001-02-01,"South of St. Louis, IL",YELLOW,,US NO 2,Bushel,Truck,2.07,2.11,Barge Loading Elevators,Cash
2001-02-01,"W.S. West, IL",YELLOW,,US NO 2,Bushel,Truck,1.88,1.98,Country Elevators,Cash
2001-02-01,"Wabash, IL",YELLOW,,US NO 2,Bushel,Truck,1.94,2.01,Country Elevators,Cash
2001-02-01,"Western Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,1.87,1.91,Country Elevators,Cash
2001-02-01,"Mt. Vernon - Evansville, IN",YELLOW,,US NO 2,Bushel,Truck,2.12,2.14,Barge Loading Elevators,Cash
2001-02-01,"Western Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,1.92,2.09,Country Elevators,Cash
2001-02-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,1.6,2.16,Mills and Processors,Cash
2001-02-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,2.2,2.41,Mills and Processors,Cash
2001-02-01,"Louisville, KY",WHITE,,US NO 2,Bushel,Truck,2.2,2.41,Mills and Processors,Cash
2001-02-01,"Louisville, KY",YELLOW,,US NO 2,Bushel,Truck,1.6,2.16,Mills and Processors,Cash
2001-02-01,"Louisiana Gulf, LA",YELLOW,,US NO 2,Bushel,Barge,2.35,2.35,Export Elevators,30 Day Delivery
2001-02-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Rail,1.81,1.81,Mills and Processors,Cash
2001-02-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Truck,1.85,1.85,Terminal Elevators,20 Day Delivery
2001-02-01,"Southern Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,1.74,1.78,Country Elevators,Cash
2001-02-01,"Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.81,1.85,Country Elevators,Cash
2001-02-01,"Kansas City, MO",YELLOW,,US NO 2,Bushel,Truck,2.01,2.03,Terminal Elevators,Cash
2001-02-01,"Kansas City, MO",WHITE,,US NO 2,Bushel,Rail,2.1,2.13,Terminal Elevators,Cash
2001-02-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.8,1.95,Country Elevators,Cash
2001-02-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,1.97,2,Country Elevators,Cash
2001-02-01,"N.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.75,1.83,Country Elevators,Cash
2001-02-01,"North Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.75,1.85,Country Elevators,Cash
2001-02-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,2.07,2.1,Country Elevators,Cash
2001-02-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Rail,1.93,1.93,Country Elevators,Cash
2001-02-01,"S.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,2.05,2.1,Country Elevators,Cash
2001-02-01,"St. Joseph, MO",YELLOW,,US NO 2,Bushel,Truck,1.98,1.98,Terminal Elevators,Cash
2001-02-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Barge,2.1,2.11,Terminal Elevators,Cash
2001-02-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Truck,2.11,2.11,Terminal Elevators,Cash
2001-02-01,"West Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,1.82,2.01,Country Elevators,Cash
2001-02-01,"Omaha-Council Bluffs Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,1.88,1.9,Country Elevators,Cash
2001-02-01,"Rural Nebraska Elevator Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,1.77,2,Country Elevators,Cash
2001-02-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Cwt,Truck,3.88,4.27,Country Elevators,Cash
2001-02-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Bushel,Truck,2.17,2.38,Country Elevators,Cash
2001-02-01,"Cincinnati, OH",YELLOW,,US NO 2,Bushel,Truck,2.02,2.1,Barge Loading Elevators,Cash
2001-02-01,"South Ohio, OH",YELLOW,,US NO 2,Bushel,Truck,1.91,1.99,Country Elevators,Cash
2001-02-01,"Toledo, OH",YELLOW,,US NO 2,Bushel,Truck,1.93,1.96,Terminals-Mills-Processors-Exporters,Cash
2001-02-01,"Afton, OK",YELLOW,,US NO 2,Bushel,Truck,2,2,Country Elevators,Cash
2001-02-01,"Keyes, OK",YELLOW,,US NO 2,Bushel,Truck,2.07,2.07,Country Elevators,Cash
2001-02-01,"Manchester, OK",YELLOW,,US NO 2,Bushel,Truck,2.11,2.11,Country Elevators,Cash
2001-02-01,"Miami, OK",YELLOW,,US NO 2,Bushel,Truck,2,2,Country Elevators,Cash
2001-02-01,"Weatherford, OK",YELLOW,,US NO 2,Bushel,Truck,2.15,2.15,Country Elevators,Cash
2001-02-01,"Portland, OR",YELLOW,,US NO 2,Ton,Truck,99,104.54,Mills and Processors,30 Day Delivery
2001-02-01,"Portland, OR",YELLOW,,US NO 2,Cwt,Rail,4.72,4.99,Mills and Processors,30 Day Delivery
2001-02-01,"Portland, OR",YELLOW,,US NO 2,Ton,Rail,94.38,99.82,Mills and Processors,30 Day Delivery
2001-02-01,"Portland, OR",YELLOW,,US NO 2,Cwt,Truck,4.68,4.88,Feeders and Dairies,30 Day Delivery
2001-02-01,"Portland, OR",YELLOW,,US NO 2,Ton,Truck,93.54,97.63,Feeders and Dairies,30 Day Delivery
2001-02-01,"Portland, OR",YELLOW,,US NO 2,Cwt,Truck,4.95,5.23,Mills and Processors,30 Day Delivery
2001-02-01,"Portland, OR",YELLOW,,US NO 3,Bushel,Rail-Barge,2.55,2.55,FOB Vessel,60 Day Delivery
2001-02-01,"Alcolu, SC",YELLOW,,US NO 2,Bushel,Truck,2.02,2.02,Country Elevators,Cash
2001-02-01,"Alcolu, SC",YELLOW,,US NO 2,Bushel,Truck,2.25,2.25,Country Elevators,New Crop
2001-02-01,"Bennettsville, SC",YELLOW,,US NO 2,Bushel,Truck,2.02,2.02,Country Elevators,Cash
2001-02-01,"Bennettsville, SC",YELLOW,,US NO 2,Bushel,Truck,2.25,2.25,Country Elevators,New Crop
2001-02-01,"Corn Processors, SC",YELLOW,,US NO 2,Bushel,Truck,2.46,2.55,Mills and Processors,New Crop
2001-02-01,"Corn Processors, SC",YELLOW,,US NO 2,Bushel,Truck,2.21,2.41,Mills and Processors,Cash
2001-02-01,"Florence, SC",YELLOW,,US NO 2,Bushel,Truck,2.02,2.02,Country Elevators,Cash
2001-02-01,"Florence, SC",YELLOW,,US NO 2,Bushel,Truck,2.25,2.25,Country Elevators,New Crop
2001-02-01,"Hamer, SC",YELLOW,,US NO 2,Bushel,Truck,1.97,1.97,Country Elevators,Cash
2001-02-01,"Hamer, SC",YELLOW,,US NO 2,Bushel,Truck,2.36,2.36,Country Elevators,New Crop
2001-02-01,"Latta, SC",YELLOW,,US NO 2,Bushel,Truck,2.25,2.25,Country Elevators,New Crop
2001-02-01,"Latta, SC",YELLOW,,US NO 2,Bushel,Truck,2.02,2.02,Country Elevators,Cash
2001-02-01,"Lynchburg, SC",YELLOW,,US NO 2,Bushel,Truck,1.98,1.98,Country Elevators,Cash
2001-02-01,"Lynchburg, SC",YELLOW,,US NO 2,Bushel,Truck,2.25,2.25,Country Elevators,New Crop
2001-02-01,"Monetta, SC",YELLOW,,US NO 2,Bushel,Truck,2.21,2.21,Mills and Processors,Cash
2001-02-01,"Monetta, SC",YELLOW,,US NO 2,Bushel,Truck,2.46,2.46,Mills and Processors,New Crop
2001-02-01,"Orangeburg, SC",YELLOW,,US NO 2,Bushel,Truck,2.54,2.54,Mills and Processors,New Crop
2001-02-01,"Orangeburg, SC",YELLOW,,US NO 2,Bushel,Truck,2.36,2.36,Mills and Processors,Cash
2001-02-01,"Sumter, SC",YELLOW,,US NO 2,Bushel,Truck,2.5,2.5,Mills and Processors,New Crop
2001-02-01,"Sumter, SC",YELLOW,,US NO 2,Bushel,Truck,2.41,2.41,Mills and Processors,Cash
2001-02-01,"East River-So. Dakota, SD",YELLOW,,US NO 2,Bushel,Truck,1.56,1.8,Country Elevators,Cash
2001-02-01,"Lower Middle Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,2.08,2.08,Country Elevators,Cash
2001-02-01,"Memphis, TN",YELLOW,,US NO 2,Bushel,Truck-Rail-Barge,2.2,2.2,Terminal Elevators,New Crop
2001-02-01,"Memphis, TN",YELLOW,,US NO 2,Bushel,Truck-Rail-Barge,2.1,2.14,Terminal Elevators,Cash
2001-02-01,"North West Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,2.06,2.1,Barge Loading Elevators,Cash
2001-02-01,"North West Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,1.95,2.04,Country Elevators,Cash
