year,month,location,state,class,grade,units,bid_low,bid_high,date,bid_avg,spread,quality,price_lag,date_diff,price_diff,price_diff_adj,diff_pct,diff_pct_adj,price_inc,price_dev,dev_cat,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D2plus_lag1,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D2plus_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D2plus_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D2plus_lag4,D0,D1,D2,D3,D4,D2plus
2000,2,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,80,80,2000-02-01,80,0,ALFALFA_PREMIUM,80,1,0,0,0,0,0,0,0,26.84405,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24406,0,0,0,0,0
2000,3,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-03-01,75,0,ALFALFA_GOOD,75,1,0,0,0,0,0,0,0,28.08811,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,3,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,100,2000-03-01,100,0,ALFALFA_PREMIUM,80,1,20,20,20,20,1,2,2,28.08811,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,3,Mountains and Northwest,CO,GRASS,FAIR,Ton,50,60,2000-03-01,55,10,GRASS_FAIR,55,1,0,0,0,0,0,0,0,28.08811,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,3,Mountains and Northwest,CO,GRASS,GOOD,Ton,60,70,2000-03-01,65,10,GRASS_GOOD,65,1,0,0,0,0,0,0,0,28.08811,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,3,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,90,99,2000-03-01,94.5,9,GRASS_PREMIUM,92.5,1,2,2,2.12,2.12,1,0,0,28.08811,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,3,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-03-01,75,0,ALFALFA_GOOD,75,0,0,0,0,0,0,0,0,28.08811,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,3,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,80,80,2000-03-01,80,0,ALFALFA_PREMIUM,100,0,-20,-20,-25,-25,-1,-2,-2,28.08811,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,72.5,75,2000-04-01,73.75,2.5,ALFALFA_GOOD,75,1,-1.25,-1.25,-1.69,-1.69,-1,-0,0,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,100,2000-04-01,100,0,ALFALFA_PREMIUM,80,1,20,20,20,20,1,2,2,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,GRASS,FAIR,Ton,46.25,53.75,2000-04-01,50,7.5,GRASS_FAIR,55,1,-5,-5,-10,-10,-1,-1,-1,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,GRASS,GOOD,Ton,62.5,70,2000-04-01,66.25,7.5,GRASS_GOOD,65,1,1.25,1.25,1.8900000000000001,1.8900000000000001,1,0,0,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,90,100,2000-04-01,95,10,GRASS_PREMIUM,94.5,1,0.5,0.5,0.53,0.53,1,0,0,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-04-01,75,0,ALFALFA_GOOD,73.75,0,1.25,1.25,1.67,1.67,1,0,0,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,80,80,2000-04-01,80,0,ALFALFA_PREMIUM,100,0,-20,-20,-25,-25,-1,-2,-2,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,70,75,2000-05-01,72.5,5,ALFALFA_GOOD,75,1,-2.5,-2.5,-3.45,-3.45,-1,-1,-1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,100,2000-05-01,100,0,ALFALFA_PREMIUM,80,1,20,20,20,20,1,2,2,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,GRASS,FAIR,Ton,50,60,2000-05-01,55,10,GRASS_FAIR,50,1,5,5,9.09,9.09,1,1,1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,GRASS,GOOD,Ton,60,70,2000-05-01,65,10,GRASS_GOOD,66.25,1,-1.25,-1.25,-1.92,-1.92,-1,-0,0,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,90,100,2000-05-01,95,10,GRASS_PREMIUM,95,1,0,0,0,0,0,0,0,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-05-01,75,0,ALFALFA_GOOD,72.5,0,2.5,2.5,3.3300000000000005,3.3300000000000005,1,1,1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,80,80,2000-05-01,80,0,ALFALFA_PREMIUM,100,0,-20,-20,-25,-25,-1,-2,-2,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,70,77,2000-06-01,73.5,7,ALFALFA_GOOD,75,1,-1.5,-1.5,-2.04,-2.04,-1,-0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,100,2000-06-01,100,0,ALFALFA_PREMIUM,80,1,20,20,20,20,1,2,2,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,GRASS,FAIR,Ton,50,60,2000-06-01,55,10,GRASS_FAIR,55,1,0,0,0,0,0,0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,GRASS,GOOD,Ton,60,70,2000-06-01,65,10,GRASS_GOOD,65,1,0,0,0,0,0,0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,90,100,2000-06-01,95,10,GRASS_PREMIUM,95,1,0,0,0,0,0,0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-06-01,75,0,ALFALFA_GOOD,73.5,0,1.5,1.5,2,2,1,0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,80,84,2000-06-01,82,4,ALFALFA_PREMIUM,100,0,-18,-18,-21.95,-21.95,-1,-2,-2,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,73.75,83.75,2000-07-01,78.75,10,ALFALFA_GOOD,75,1,3.75,3.75,4.760000000000001,4.760000000000001,1,1,1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,100,2000-07-01,100,0,ALFALFA_PREMIUM,82,1,18,18,18,18,1,2,2,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,GRASS,FAIR,Ton,50,60,2000-07-01,55,10,GRASS_FAIR,55,1,0,0,0,0,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,GRASS,GOOD,Ton,63.75,73.75,2000-07-01,68.75,10,GRASS_GOOD,65,1,3.75,3.75,5.45,5.45,1,1,1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,90,100,2000-07-01,95,10,GRASS_PREMIUM,95,1,0,0,0,0,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-07-01,75,0,ALFALFA_GOOD,78.75,0,-3.75,-3.75,-5,-5,-1,-1,-1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,83.75,90,2000-07-01,86.875,6.25,ALFALFA_PREMIUM,100,0,-13.125,-13.125,-15.110000000000001,-15.110000000000001,-1,-1,-1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,81.25,91.25,2000-08-01,86.25,10,ALFALFA_GOOD,75,1,11.25,11.25,13.04,13.04,1,2,2,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,102.5,2000-08-01,101.25,2.5,ALFALFA_PREMIUM,86.875,1,14.375,14.375,14.2,14.2,1,1,1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,GRASS,FAIR,Ton,57.5,62.5,2000-08-01,60,5,GRASS_FAIR,55,1,5,5,8.33,8.33,1,1,1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,GRASS,GOOD,Ton,73.75,85,2000-08-01,79.375,11.25,GRASS_GOOD,68.75,1,10.625,10.625,13.389999999999999,13.389999999999999,1,2,2,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,95,110,2000-08-01,102.5,15,GRASS_PREMIUM,95,1,7.5,7.5,7.32,7.32,1,0,0,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,FAIR,Ton,65,70,2000-08-01,67.5,5,ALFALFA_FAIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,77.5,83.75,2000-08-01,80.625,6.25,ALFALFA_GOOD,86.25,0,-5.625,-5.625,-6.98,-6.98,-1,-1,-1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,91.25,98.75,2000-08-01,95,7.5,ALFALFA_PREMIUM,101.25,0,-6.25,-6.25,-6.58,-6.58,-1,-1,-1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,89,95,2000-09-01,92,6,ALFALFA_GOOD,80.625,1,11.375,11.375,12.36,12.36,1,2,2,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,105,2000-09-01,102.5,5,ALFALFA_PREMIUM,95,1,7.5,7.5,7.32,7.32,1,1,1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,GRASS,FAIR,Ton,60,65,2000-09-01,62.5,5,GRASS_FAIR,60,1,2.5,2.5,4,4,1,0,0,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,GRASS,GOOD,Ton,89,90,2000-09-01,89.5,1,GRASS_GOOD,79.375,1,10.125,10.125,11.31,11.31,1,1,1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,105,120,2000-09-01,112.5,15,GRASS_PREMIUM,102.5,1,10,10,8.89,8.89,1,0,0,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,FAIR,Ton,65,70,2000-09-01,67.5,5,ALFALFA_FAIR,67.5,1,0,0,0,0,0,0,0,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,80,90,2000-09-01,85,10,ALFALFA_GOOD,92,0,-7,-7,-8.24,-8.24,-1,-1,-1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,95,105,2000-09-01,100,10,ALFALFA_PREMIUM,102.5,0,-2.5,-2.5,-2.5,-2.5,-1,-0,0,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,90,95,2000-10-01,92.5,5,ALFALFA_GOOD,85,1,7.5,7.5,8.110000000000001,8.110000000000001,1,1,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,105,2000-10-01,102.5,5,ALFALFA_PREMIUM,100,1,2.5,2.5,2.44,2.44,1,0,0,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,GRASS,GOOD,Ton,90,95,2000-10-01,92.5,5,GRASS_GOOD,89.5,1,3,3,3.2399999999999998,3.2399999999999998,1,0,0,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,110,120,2000-10-01,115,10,GRASS_PREMIUM,112.5,1,2.5,2.5,2.17,2.17,1,0,0,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,FAIR,Ton,70,70,2000-10-01,70,0,ALFALFA_FAIR,67.5,1,2.5,2.5,3.5700000000000003,3.5700000000000003,1,1,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,90,90,2000-10-01,90,0,ALFALFA_GOOD,92.5,0,-2.5,-2.5,-2.78,-2.78,-1,-0,0,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,110,2000-10-01,105,10,ALFALFA_PREMIUM,102.5,0,2.5,2.5,2.3800000000000003,2.3800000000000003,1,0,0,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,90,95,2000-11-01,92.5,5,ALFALFA_GOOD,90,1,2.5,2.5,2.7,2.7,1,0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,100,105,2000-11-01,102.5,5,ALFALFA_PREMIUM,105,1,-2.5,-2.5,-2.44,-2.44,-1,-0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,GRASS,GOOD,Ton,90,98,2000-11-01,94,8,GRASS_GOOD,92.5,1,1.5,1.5,1.6,1.6,1,0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,110,120,2000-11-01,115,10,GRASS_PREMIUM,115,1,0,0,0,0,0,0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,FAIR,Ton,70,70,2000-11-01,70,0,ALFALFA_FAIR,70,1,0,0,0,0,0,0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,90,93,2000-11-01,91.5,3,ALFALFA_GOOD,92.5,0,-1,-1,-1.09,-1.09,-1,-0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
