date,year,month,location,state,units,transmode,bid_low,bid_high,pricing point,bid_avg,price_cwt,spread,price_lag,price_diff,diff_pct,price_inc,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D2plus_lag1,dry_area,drought_area_pct,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D2plus_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D2plus_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D2plus_lag4,D0,D1,D2,D3,D4,D2plus,time_period,SPEI3_avg,SPEI3_min,SPEI3_max,SPEI3_avg_lag1,SPEI3_min_lag1,SPEI3_max_lag1,SPEI3_avg_lag2,SPEI3_min_lag2,SPEI3_max_lag2,SPEI3_avg_lag3,SPEI3_min_lag3,SPEI3_max_lag3,SPEI3_avg_lag4,SPEI3_min_lag4,SPEI3_max_lag4,SPEI4_avg,SPEI4_min,SPEI4_max,SPEI4_avg_lag1,SPEI4_min_lag1,SPEI4_max_lag1,SPEI4_avg_lag2,SPEI4_min_lag2,SPEI4_max_lag2,SPEI4_avg_lag3,SPEI4_min_lag3,SPEI4_max_lag3,SPEI4_avg_lag4,SPEI4_min_lag4,SPEI4_max_lag4,SPEI6_avg,SPEI6_min,SPEI6_max,SPEI6_avg_lag1,SPEI6_min_lag1,SPEI6_max_lag1,SPEI6_avg_lag2,SPEI6_min_lag2,SPEI6_max_lag2,SPEI6_avg_lag3,SPEI6_min_lag3,SPEI6_max_lag3,SPEI6_avg_lag4,SPEI6_min_lag4,SPEI6_max_lag4,SPEI12_avg,SPEI12_min,SPEI12_max,SPEI12_avg_lag1,SPEI12_min_lag1,SPEI12_max_lag1,SPEI12_avg_lag2,SPEI12_min_lag2,SPEI12_max_lag2,SPEI12_avg_lag3,SPEI12_min_lag3,SPEI12_max_lag3,SPEI12_avg_lag4,SPEI12_min_lag4,SPEI12_max_lag4,SPEI24_avg,SPEI24_min,SPEI24_max,SPEI24_avg_lag1,SPEI24_min_lag1,SPEI24_max_lag1,SPEI24_avg_lag2,SPEI24_min_lag2,SPEI24_max_lag2,SPEI24_avg_lag3,SPEI24_min_lag3,SPEI24_max_lag3,SPEI24_avg_lag4,SPEI24_min_lag4,SPEI24_max_lag4
2000-06-01,2000,6,Denver,CO,Cwt,Truck-Rail,3.7,3.7,Terminal Elevators,3.7,3.7,0,3.96,-0.26,-0.0703,-1,0.07783,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07783,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-06-01,2000,6,Southeast Colorado,CO,Bushel,Truck,1.7,2.18,Country Elevators,1.94,3.5925925925925926,0.4800000000000002,2.075,-0.135,-0.0696,-1,0.95696,0,0,0,0,0,0,87.27419732334731,0,0,0,0,0,0,0,1.7390824999999999,0,0,0,0,0,3.06045,0.278706,0,0,0,0,6.56288,0,0,0,0,0,1,-0.86506425,-1.171949,-0.388773,-0.1270665,-0.658516,0.326841,0.16435675,-0.470559,0.967312,0.24806224999999998,-0.54791,1.457015,-1.31554,-1.557336,-0.990439,-0.41556574999999996,-0.950529,-0.142791,-0.442585,-0.943218,0.197726,0.03976299999999998,-0.534108,0.853285,0.03528049999999998,-0.92088,1.110676,-2.0514305,-2.46647,-1.516181,-0.70999675,-1.149711,-0.44631,-0.5592685,-1.105624,0.005868,-0.5235735,-1.132055,0.174471,-0.2234995,-1.33122,1.301976,-0.74493275,-1.46825,0.773734,-0.023166,-0.493322,0.181887,0.034895249999999996,-0.236165,0.319909,0.73505125,0.186912,1.130055,1.09528625,0.426256,1.496334,0.95955725,0.416828,1.532041,1.30534225,0.951782,1.823274,1.19432875,0.658082,1.708486,1.19817975,0.537591,1.892665,1.31278875,0.847721,2.070132,1.35503025,0.806483,2.06387
2000-07-01,2000,7,Denver,CO,Cwt,Truck-Rail,3.62,3.62,Terminal Elevators,3.62,3.62,0,3.7,-0.08,-0.0221,-1,0,0.07783,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15566,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-01,2000,7,Southeast Colorado,CO,Bushel,Truck,1.57,2,Country Elevators,1.7850000000000001,3.3055555555555562,0.42999999999999994,1.94,-0.155,-0.0868,-1,2.0336575,6.56288,0,0,0,0,0,72.95607353347945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7390824999999999,0,0,0,0,0,5.2402075,0.24597249999999998,0,0,0,0,1,-0.80775975,-1.283145,-0.055872,-0.86506425,-1.171949,-0.388773,-0.1270665,-0.658516,0.326841,0.16435675,-0.470559,0.967312,0.24806224999999998,-0.54791,1.457015,-0.81220225,-1.230658,0.149542,-0.41556574999999996,-0.950529,-0.142791,-0.442585,-0.943218,0.197726,0.03976299999999998,-0.534108,0.853285,0.03528049999999998,-0.92088,1.110676,-0.65259575,-1.318672,0.068178,-0.70999675,-1.149711,-0.44631,-0.5592685,-1.105624,0.005868,-0.5235735,-1.132055,0.174471,-0.2234995,-1.33122,1.301976,-0.308344,-1.28169,0.429704,-0.023166,-0.493322,0.181887,0.034895249999999996,-0.236165,0.319909,0.73505125,0.186912,1.130055,1.09528625,0.426256,1.496334,0.6458094999999999,-0.321832,1.042428,1.30534225,0.951782,1.823274,1.19432875,0.658082,1.708486,1.19817975,0.537591,1.892665,1.31278875,0.847721,2.070132
2000-08-01,2000,8,Denver,CO,Cwt,Truck-Rail,3.46,3.46,Terminal Elevators,3.46,3.46,0,3.62,-0.16,-0.0462,-1,0.06226399999999999,0.15566,0,0,0,0,0,60.00000000000001,0,0.07783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093396,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-08-01,2000,8,Southeast Colorado,CO,Bushel,Truck,1.54,1.87,Country Elevators,1.705,3.1574074074074074,0.33000000000000007,1.7850000000000001,-0.08,-0.0469,-1,4.9117,5.2402075,0.24597249999999998,0,0,0,0,34.68345071171727,0,6.56288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6081399999999997,0,0,0,0,0,1,-0.921305,-1.160857,-0.687372,-0.80775975,-1.283145,-0.055872,-0.86506425,-1.171949,-0.388773,-0.1270665,-0.658516,0.326841,0.16435675,-0.470559,0.967312,-1.23165225,-1.585981,-0.821418,-0.81220225,-1.230658,0.149542,-0.41556574999999996,-0.950529,-0.142791,-0.442585,-0.943218,0.197726,0.03976299999999998,-0.534108,0.853285,-0.9072250000000001,-1.325193,-0.575936,-0.65259575,-1.318672,0.068178,-0.70999675,-1.149711,-0.44631,-0.5592685,-1.105624,0.005868,-0.5235735,-1.132055,0.174471,-1.1077645,-1.740528,-0.439772,-0.308344,-1.28169,0.429704,-0.023166,-0.493322,0.181887,0.034895249999999996,-0.236165,0.319909,0.73505125,0.186912,1.130055,0.16524324999999998,-0.373773,0.540921,0.6458094999999999,-0.321832,1.042428,1.30534225,0.951782,1.823274,1.19432875,0.658082,1.708486,1.19817975,0.537591,1.892665
2000-09-01,2000,9,Denver,CO,Cwt,Truck-Rail,3.56,3.56,Terminal Elevators,3.56,3.56,0,3.46,0.1,0.0281,1,0.15566,0.093396,0,0,0,0,0,0,0,0.15566,0,0,0,0,0,0.07783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-09-01,2000,9,Southeast Colorado,CO,Bushel,Truck,1.58,1.96,Country Elevators,1.77,3.277777777777778,0.3799999999999999,1.705,0.065,0.0367,1,1.658385,2.6081399999999997,0,0,0,0,0,77.94663849230837,0.10103273473903701,5.2402075,0.24597249999999998,0,0,0,0,6.56288,0,0,0,0,0,0,0,0,0,0,0,5.3660025000000005,0.48786250000000003,0.0075975,0,0,0.0075975,1,-1.1016855,-1.616344,-0.395914,-0.921305,-1.160857,-0.687372,-0.80775975,-1.283145,-0.055872,-0.86506425,-1.171949,-0.388773,-0.1270665,-0.658516,0.326841,-1.1406675,-1.369265,-0.74254,-1.23165225,-1.585981,-0.821418,-0.81220225,-1.230658,0.149542,-0.41556574999999996,-0.950529,-0.142791,-0.442585,-0.943218,0.197726,-1.39272525,-1.767288,-0.644895,-0.9072250000000001,-1.325193,-0.575936,-0.65259575,-1.318672,0.068178,-0.70999675,-1.149711,-0.44631,-0.5592685,-1.105624,0.005868,-1.3084045,-1.755718,-0.953941,-1.1077645,-1.740528,-0.439772,-0.308344,-1.28169,0.429704,-0.023166,-0.493322,0.181887,0.034895249999999996,-0.236165,0.319909,0.2234525,-0.368197,0.528486,0.16524324999999998,-0.373773,0.540921,0.6458094999999999,-0.321832,1.042428,1.30534225,0.951782,1.823274,1.19432875,0.658082,1.708486
2000-10-01,2000,10,Denver,CO,Cwt,Truck-Rail,3.71,3.71,Terminal Elevators,3.71,3.71,0,3.56,0.15,0.0404,1,0.093396,0,0,0,0,0,0,39.99999999999999,0,0.093396,0,0,0,0,0,0.15566,0,0,0,0,0,0.07783,0,0,0,0,0,0.031131999999999996,0.031131999999999996,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-10-01,2000,10,Southeast Colorado,CO,Bushel,Truck,1.78,2.1,Country Elevators,1.94,3.5925925925925926,0.32000000000000006,1.77,0.17,0.0876,1,1.2476099999999999,5.3660025000000005,0.48786250000000003,0.0075975,0,0,0.0075975,83.40911508755507,0.35857145896721204,2.6081399999999997,0,0,0,0,0,5.2402075,0.24597249999999998,0,0,0,0,6.56288,0,0,0,0,0,4.195606,2.049662,0.026964,0,0,0.026964,1,-0.67823125,-1.013642,-0.224901,-1.1016855,-1.616344,-0.395914,-0.921305,-1.160857,-0.687372,-0.80775975,-1.283145,-0.055872,-0.86506425,-1.171949,-0.388773,-0.5607610000000001,-1.030018,-0.181405,-1.1406675,-1.369265,-0.74254,-1.23165225,-1.585981,-0.821418,-0.81220225,-1.230658,0.149542,-0.41556574999999996,-0.950529,-0.142791,-1.0117574999999999,-1.255391,-0.686971,-1.39272525,-1.767288,-0.644895,-0.9072250000000001,-1.325193,-0.575936,-0.65259575,-1.318672,0.068178,-0.70999675,-1.149711,-0.44631,-1.1464155,-1.620387,-0.752813,-1.3084045,-1.755718,-0.953941,-1.1077645,-1.740528,-0.439772,-0.308344,-1.28169,0.429704,-0.023166,-0.493322,0.181887,0.23474825,-0.358751,0.630126,0.2234525,-0.368197,0.528486,0.16524324999999998,-0.373773,0.540921,0.6458094999999999,-0.321832,1.042428,1.30534225,0.951782,1.823274
2000-11-01,2000,11,Denver,CO,Cwt,Truck-Rail,3.82,3.82,Terminal Elevators,3.82,3.82,0,3.71,0.11,0.0288,1,0.1435925,0.031131999999999996,0.031131999999999996,0,0,0,0,7.754079403828858,0,0,0,0,0,0,0,0.093396,0,0,0,0,0,0.15566,0,0,0,0,0,0.012070000000000001,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-11-01,2000,11,Southeast Colorado,CO,Bushel,Truck,1.89,2.18,Country Elevators,2.035,3.768518518518519,0.29000000000000026,1.94,0.095,0.0467,1,7.519839999999999,4.195606,2.049662,0.026964,0,0,0.026964,0,0,5.3660025000000005,0.48786250000000003,0.0075975,0,0,0.0075975,2.6081399999999997,0,0,0,0,0,5.2402075,0.24597249999999998,0,0,0,0,0,0,0,0,0,0,1,0.17458125000000002,-0.49411,1.105979,-0.67823125,-1.013642,-0.224901,-1.1016855,-1.616344,-0.395914,-0.921305,-1.160857,-0.687372,-0.80775975,-1.283145,-0.055872,-0.6723265,-1.027017,-0.203388,-0.5607610000000001,-1.030018,-0.181405,-1.1406675,-1.369265,-0.74254,-1.23165225,-1.585981,-0.821418,-0.81220225,-1.230658,0.149542,-0.6763985,-0.973633,-0.316248,-1.0117574999999999,-1.255391,-0.686971,-1.39272525,-1.767288,-0.644895,-0.9072250000000001,-1.325193,-0.575936,-0.65259575,-1.318672,0.068178,-0.951611,-1.413893,-0.533168,-1.1464155,-1.620387,-0.752813,-1.3084045,-1.755718,-0.953941,-1.1077645,-1.740528,-0.439772,-0.308344,-1.28169,0.429704,0.06049575,-0.65444,0.550444,0.23474825,-0.358751,0.630126,0.2234525,-0.368197,0.528486,0.16524324999999998,-0.373773,0.540921,0.6458094999999999,-0.321832,1.042428
