date,year,month,location,state,units,transmode,bid_low,bid_high,pricing point,bid_avg,price_cwt,spread,price_lag,price_diff,diff_pct,price_inc,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D2plus_lag1,dry_area,drought_area_pct,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D2plus_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D2plus_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D2plus_lag4,D0,D1,D2,D3,D4,D2plus,time_period
NA,2000,4,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35143,0.19266750000000002,0,0,0,0,0,0,0,0.005576,0,0,0,0,0,1.038225,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
NA,2000,4,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.61094,0.20171250000000002,0,0,0,0,0,0,0,13.527094,0,0,0,0,0,26.76568,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
NA,2000,4,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.397120000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2797625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
NA,2000,4,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.10041,1.2072374999999997,0,0,0,0,0,23.537195378038142,0,0.98517,0.044796,0,0,0,0,3.5961800000000004,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.1856875,0,0,0,0,0,1
NA,2000,4,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82459,0.41632749999999996,0,0,0,0,0,0,0,0.910378,0,0,0,0,0,5.71142,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
2000-04-01,2000,4,Southeast Colorado,CO,Bushel,Truck,1.78,2.17,Country Elevators,1.975,3.657407407407408,0.3899999999999999,1.955,0.02,0.0101,1,7.519839999999999,1.7390824999999999,0,0,0,0,0,0,0,3.06045,0.278706,0,0,0,0,2.5142275,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
2000-05-01,2000,5,Denver,CO,Cwt,Truck-Rail,3.96,3.96,Terminal Elevators,3.96,3.96,0,3.84,0.12,0.0303,1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025525,0,0,0,0,0,0,0,0,0,0,0,1
NA,2000,5,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35143,0,0,0,0,0,0,0,0,0.19266750000000002,0,0,0,0,0,0.005576,0,0,0,0,0,1.038225,0,0,0,0,0,0,0,0,0,0,0,1
NA,2000,5,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.593075999999996,0,0,0,0,0,0,0.03211957934895544,0,0.20171250000000002,0,0,0,0,0,13.527094,0,0,0,0,0,26.76568,0,0,0,0,0,0.017862,0,0,0,0,0,1
NA,2000,5,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.397120000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2797625,0,0,0,0,0,0,0,0,0,0,0,1
NA,2000,5,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.650776,2.1856875,0,0,0,0,0,6.841623501793003,0,1.2072374999999997,0,0,0,0,0,0.98517,0.044796,0,0,0,0,3.5961800000000004,0,0,0,0,0,0.63532,0,0,0,0,0,1
NA,2000,5,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82459,0,0,0,0,0,0,0,0,0.41632749999999996,0,0,0,0,0,0.910378,0,0,0,0,0,5.71142,0,0,0,0,0,0,0,0,0,0,0,1
2000-05-01,2000,5,Southeast Colorado,CO,Bushel,Truck,1.86,2.29,Country Elevators,2.075,3.8425925925925926,0.42999999999999994,1.975,0.1,0.0482,1,7.519839999999999,0,0,0,0,0,0,0,0,1.7390824999999999,0,0,0,0,0,3.06045,0.278706,0,0,0,0,2.5142275,0,0,0,0,0,0,0,0,0,0,0,1
2000-06-01,2000,6,Denver,CO,Cwt,Truck-Rail,3.7,3.7,Terminal Elevators,3.7,3.7,0,3.96,-0.26,-0.0703,-1,0.07783,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07783,0,0,0,0,0,1
NA,2000,6,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5254825,0,0,0,0,0,0,60.1329964594769,0.14183235063776103,0,0,0,0,0,0,0.19266750000000002,0,0,0,0,0,0.005576,0,0,0,0,0,6.4018749999999995,0.40798,0.0161,0,0,0.0161,1
NA,2000,6,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2147025,0.017862,0,0,0,0,0,79.83363974786256,0,0,0,0,0,0,0,0.20171250000000002,0,0,0,0,0,13.527094,0,0,0,0,0,44.3962375,0,0,0,0,0,1
NA,2000,6,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6079075,0,0,0,0,0,0,61.60624212524689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7892125000000005,0,0,0,0,0,1
NA,2000,6,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24607,0.63532,0,0,0,0,0,75.81258547721865,4.160142578692886,2.1856875,0,0,0,0,0,1.2072374999999997,0,0,0,0,0,0.98517,0.044796,0,0,0,0,5.18632,1.4673975,0.386315,0,0,0.386315,1
NA,2000,6,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9047025,0,0,0,0,0,0,73.16570419757237,0,0,0,0,0,0,0,0.41632749999999996,0,0,0,0,0,0.910378,0,0,0,0,0,7.9198875,0,0,0,0,0,1
2000-06-01,2000,6,Southeast Colorado,CO,Bushel,Truck,1.7,2.18,Country Elevators,1.94,3.5925925925925926,0.4800000000000002,2.075,-0.135,-0.0696,-1,0.95696,0,0,0,0,0,0,87.27419732334731,0,0,0,0,0,0,0,1.7390824999999999,0,0,0,0,0,3.06045,0.278706,0,0,0,0,6.56288,0,0,0,0,0,1
2000-07-01,2000,7,Denver,CO,Cwt,Truck-Rail,3.62,3.62,Terminal Elevators,3.62,3.62,0,3.7,-0.08,-0.0221,-1,0,0.07783,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15566,0,0,0,0,0,1
NA,2000,7,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.4018749999999995,0.40798,0.0161,0,0,0.0161,100.00002202365694,0.9829818798160231,0,0,0,0,0,0,0,0,0,0,0,0,0.19266750000000002,0,0,0,0,0,8.6830675,2.5567825,0.11158250000000002,0,0,0.11158250000000002,1
NA,2000,7,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44.3962375,0,0,0,0,0,100,0,0.017862,0,0,0,0,0,0,0,0,0,0,0,0.20171250000000002,0,0,0,0,0,40.873135,14.737805,0,0,0,0,1
NA,2000,7,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.7892125000000005,0,0,0,0,0,99.99994679220868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3720975,1.0250175,0,0,0,0,1
NA,2000,7,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.18632,1.4673975,0.386315,0,0,0.386315,100.00002692195864,32.632752177986454,0.63532,0,0,0,0,0,2.1856875,0,0,0,0,0,1.2072374999999997,0,0,0,0,0,1.79691,4.4588825000000005,3.0182700000000002,0.01204,0,3.03031,1
NA,2000,7,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0204975,7.9198875,0,0,0,0,0,90.57236809893031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41632749999999996,0,0,0,0,0,9.804087500000001,0,0,0,0,0,1
2000-07-01,2000,7,Southeast Colorado,CO,Bushel,Truck,1.57,2,Country Elevators,1.7850000000000001,3.3055555555555562,0.42999999999999994,1.94,-0.155,-0.0868,-1,2.0336575,6.56288,0,0,0,0,0,72.95607353347945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7390824999999999,0,0,0,0,0,5.2402075,0.24597249999999998,0,0,0,0,1
2000-08-01,2000,8,Denver,CO,Cwt,Truck-Rail,3.46,3.46,Terminal Elevators,3.46,3.46,0,3.62,-0.16,-0.0462,-1,0.06226399999999999,0.15566,0,0,0,0,0,60.00000000000001,0,0.07783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093396,0,0,0,0,0,1
NA,2000,8,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67178,8.6830675,2.5567825,0.11158250000000002,0,0,0.11158250000000002,85.27253394506243,0,6.4018749999999995,0.40798,0.0161,0,0,0.0161,0,0,0,0,0,0,0,0,0,0,0,0,8.830458,0.849194,0,0,0,0,1
NA,2000,8,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.201112,40.873135,14.737805,0,0,0,0,87.05090041635692,0,44.3962375,0,0,0,0,0,0.017862,0,0,0,0,0,0,0,0,0,0,0,33.39449,15.015334000000001,0,0,0,0,1
NA,2000,8,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361842,8.3720975,1.0250175,0,0,0,0,96.14937342504935,0,5.7892125000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.763788,0.271484,0,0,0,0,1
NA,2000,8,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.79691,4.4588825000000005,3.0182700000000002,0.01204,0,3.03031,99.9999784624331,26.007322772746363,5.18632,1.4673975,0.386315,0,0,0.386315,0.63532,0,0,0,0,0,2.1856875,0,0,0,0,0,2.623656,4.247376,2.38704,0.028026000000000002,0,2.415066,1
NA,2000,8,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74033,9.804087500000001,0,0,0,0,0,56.207708559862304,0,7.9198875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.084254,0,0,0,0,0,1
2000-08-01,2000,8,Southeast Colorado,CO,Bushel,Truck,1.54,1.87,Country Elevators,1.705,3.1574074074074074,0.33000000000000007,1.7850000000000001,-0.08,-0.0469,-1,4.9117,5.2402075,0.24597249999999998,0,0,0,0,34.68345071171727,0,6.56288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6081399999999997,0,0,0,0,0,1
2000-09-01,2000,9,Denver,CO,Cwt,Truck-Rail,3.56,3.56,Terminal Elevators,3.56,3.56,0,3.46,0.1,0.0281,1,0.15566,0.093396,0,0,0,0,0,0,0,0.15566,0,0,0,0,0,0.07783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,2000,9,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5850225,8.830458,0.849194,0,0,0,0,50.79897422615477,0.016892144866329617,8.6830675,2.5567825,0.11158250000000002,0,0,0.11158250000000002,6.4018749999999995,0.40798,0.0161,0,0,0.0161,0,0,0,0,0,0,5.2702875,0.49420500000000006,0.0019175,0,0,0.0019175,1
NA,2000,9,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.23825,33.39449,15.015334000000001,0,0,0,0,69.00206146488442,0,40.873135,14.737805,0,0,0,0,44.3962375,0,0,0,0,0,0.017862,0,0,0,0,0,33.86213,4.510565,0,0,0,0,1
NA,2000,9,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6849475,8.763788,0.271484,0,0,0,0,82.06950640196145,0,8.3720975,1.0250175,0,0,0,0,5.7892125000000005,0,0,0,0,0,0,0,0,0,0,0,7.602645000000001,0.109525,0,0,0,0,1
NA,2000,9,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14687,2.623656,4.247376,2.38704,0.028026000000000002,0,2.415066,98.41830800874425,35.46499606939405,1.79691,4.4588825000000005,3.0182700000000002,0.01204,0,3.03031,5.18632,1.4673975,0.386315,0,0,0.386315,0.63532,0,0,0,0,0,3.4721649999999995,2.3737424999999996,3.160755,0.13256,0,3.2933149999999998,1
NA,2000,9,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.738975,6.084254,0,0,0,0,0,46.98207969077812,0.15358549376927902,9.804087500000001,0,0,0,0,0,7.9198875,0,0,0,0,0,0,0,0,0,0,0,4.87393,0.1950625,0.016625,0,0,0.016625,1
2000-09-01,2000,9,Southeast Colorado,CO,Bushel,Truck,1.58,1.96,Country Elevators,1.77,3.277777777777778,0.3799999999999999,1.705,0.065,0.0367,1,1.658385,2.6081399999999997,0,0,0,0,0,77.94663849230837,0.10103273473903701,5.2402075,0.24597249999999998,0,0,0,0,6.56288,0,0,0,0,0,0,0,0,0,0,0,5.3660025000000005,0.48786250000000003,0.0075975,0,0,0.0075975,1
2000-10-01,2000,10,Denver,CO,Cwt,Truck-Rail,3.71,3.71,Terminal Elevators,3.71,3.71,0,3.56,0.15,0.0404,1,0.093396,0,0,0,0,0,0,39.99999999999999,0,0.093396,0,0,0,0,0,0.15566,0,0,0,0,0,0.07783,0,0,0,0,0,0.031131999999999996,0.031131999999999996,0,0,0,0,1
NA,2000,10,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7424620000000006,5.2702875,0.49420500000000006,0.0019175,0,0,0.0019175,67.03090271445977,0,8.830458,0.849194,0,0,0,0,8.6830675,2.5567825,0.11158250000000002,0,0,0.11158250000000002,6.4018749999999995,0.40798,0.0161,0,0,0.0161,6.962728,0.646238,0,0,0,0,1
NA,2000,10,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.009896,33.86213,4.510565,0,0,0,0,82.00014961084995,0,33.39449,15.015334000000001,0,0,0,0,40.873135,14.737805,0,0,0,0,44.3962375,0,0,0,0,0,33.155646,12.445408,0,0,0,0,1
NA,2000,10,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9738180000000005,7.602645000000001,0.109525,0,0,0,0,57.71232037049648,0,8.763788,0.271484,0,0,0,0,8.3720975,1.0250175,0,0,0,0,5.7892125000000005,0,0,0,0,0,3.7035,1.7197959999999999,0,0,0,0,1
NA,2000,10,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0205579999999999,3.4721649999999995,2.3737424999999996,3.160755,0.13256,0,3.2933149999999998,89.00970267388894,10.491034987777432,2.623656,4.247376,2.38704,0.028026000000000002,0,2.415066,1.79691,4.4588825000000005,3.0182700000000002,0.01204,0,3.03031,5.18632,1.4673975,0.386315,0,0,0.386315,5.5065800000000005,1.7847419999999998,0.974208,0,0,0.974208,1
NA,2000,10,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.423922,4.87393,0.1950625,0.016625,0,0,0.016625,77.60720729376355,0.10755141765184638,6.084254,0,0,0,0,0,9.804087500000001,0,0,0,0,0,7.9198875,0,0,0,0,0,7.159518,1.2295019999999999,0.011642,0,0,0.011642,1
2000-10-01,2000,10,Southeast Colorado,CO,Bushel,Truck,1.78,2.1,Country Elevators,1.94,3.5925925925925926,0.32000000000000006,1.77,0.17,0.0876,1,1.2476099999999999,5.3660025000000005,0.48786250000000003,0.0075975,0,0,0.0075975,83.40911508755507,0.35857145896721204,2.6081399999999997,0,0,0,0,0,5.2402075,0.24597249999999998,0,0,0,0,6.56288,0,0,0,0,0,4.195606,2.049662,0.026964,0,0,0.026964,1
2000-11-01,2000,11,Denver,CO,Cwt,Truck-Rail,3.82,3.82,Terminal Elevators,3.82,3.82,0,3.71,0.11,0.0288,1,0.1435925,0.031131999999999996,0.031131999999999996,0,0,0,0,7.754079403828858,0,0,0,0,0,0,0,0.093396,0,0,0,0,0,0.15566,0,0,0,0,0,0.012070000000000001,0,0,0,0,0,1
NA,2000,11,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1398825,6.962728,0.646238,0,0,0,0,1.8635978022152273,0,5.2702875,0.49420500000000006,0.0019175,0,0,0.0019175,8.830458,0.849194,0,0,0,0,8.6830675,2.5567825,0.11158250000000002,0,0,0.11158250000000002,0.21154499999999998,0,0,0,0,0,1
NA,2000,11,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6184475,33.155646,12.445408,0,0,0,0,48.53808890840543,0,33.86213,4.510565,0,0,0,0,33.39449,15.015334000000001,0,0,0,0,40.873135,14.737805,0,0,0,0,26.9924875,0,0,0,0,0,1
NA,2000,11,North Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0028075,3.7035,1.7197959999999999,0,0,0,0,14.83765770789348,0,7.602645000000001,0.109525,0,0,0,0,8.763788,0.271484,0,0,0,0,8.3720975,1.0250175,0,0,0,0,1.3943125,0,0,0,0,0,1
NA,2000,11,Northeast Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.043094999999999,5.5065800000000005,1.7847419999999998,0.974208,0,0,0.974208,45.69197510257266,0,3.4721649999999995,2.3737424999999996,3.160755,0.13256,0,3.2933149999999998,2.623656,4.247376,2.38704,0.028026000000000002,0,2.415066,1.79691,4.4588825000000005,3.0182700000000002,0.01204,0,3.03031,4.2430025,0,0,0,0,0,1
NA,2000,11,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05292,7.159518,1.2295019999999999,0.011642,0,0,0.011642,7.128838136132639,0,4.87393,0.1950625,0.016625,0,0,0.016625,6.084254,0,0,0,0,0,9.804087500000001,0,0,0,0,0,0.7716675000000001,0,0,0,0,0,1
2000-11-01,2000,11,Southeast Colorado,CO,Bushel,Truck,1.89,2.18,Country Elevators,2.035,3.768518518518519,0.29000000000000026,1.94,0.095,0.0467,1,7.519839999999999,4.195606,2.049662,0.026964,0,0,0.026964,0,0,5.3660025000000005,0.48786250000000003,0.0075975,0,0,0.0075975,2.6081399999999997,0,0,0,0,0,5.2402075,0.24597249999999998,0,0,0,0,0,0,0,0,0,0,1
2000-12-01,2000,12,Denver,CO,Cwt,Truck-Rail,3.81,3.81,Terminal Elevators,3.81,3.81,0,3.82,-0.01,-0.0026,-1,0.15566,0.012070000000000001,0,0,0,0,0,0,0,0.031131999999999996,0.031131999999999996,0,0,0,0,0,0,0,0,0,0,0.093396,0,0,0,0,0,0,0,0,0,0,0,1
NA,2000,12,East Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35143,0.21154499999999998,0,0,0,0,0,0,0,6.962728,0.646238,0,0,0,0,5.2702875,0.49420500000000006,0.0019175,0,0,0.0019175,8.830458,0.849194,0,0,0,0,0,0,0,0,0,0,1
NA,2000,12,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.808415,26.9924875,0,0,0,0,0,10.434156480721239,0,33.155646,12.445408,0,0,0,0,33.86213,4.510565,0,0,0,0,33.39449,15.015334000000001,0,0,0,0,5.8025325,0,0,0,0,0,1
